Ref_ID,Year,driver_class,esa_lc_2021,event_start,VOD_CKXU,gfc_lossyear
267,1987,,10,2002,0.58468113,
269,1987,,10,2002,0.719358516,
273,1987,,10,2002,0.659082869,
274,1987,,10,2002,0.478370315,
281,1987,,10,2002,0.73259825,
284,1987,,10,2002,0.58468113,
285,1987,,10,2002,0.681396936,
286,1987,,10,2002,0.677989306,
287,1987,,10,2002,0.459126151,
289,1987,,10,2002,0.652271396,
297,1987,,10,2002,0.460861266,
298,1987,,10,2002,0.459126151,
299,1987,,10,2002,0.505068939,
301,1987,,10,2002,0.58468113,
304,1987,,10,2002,0.530253248,
308,1987,,10,2002,0.560928942,
310,1987,,10,2002,0.763185994,
311,1987,,10,2002,0.673789708,
325,1987,,10,2007,,
326,1987,,10,2007,,
328,1987,,10,2007,,
339,1987,,10,2007,,
340,1987,,10,2007,,
341,1987,,10,2007,,
342,1987,,10,2007,,
344,1987,,10,2007,,
345,1987,,10,2007,,
346,1987,,10,2007,,
353,1987,,10,2007,,
354,1987,,10,2007,,
355,1987,,10,2007,,
356,1987,,10,2007,,
357,1987,,10,2007,,
358,1987,,10,2007,,
359,1987,,10,2007,,
360,1987,,10,2007,,
362,1987,,10,2007,,
363,1987,,10,2007,,
364,1987,,10,2007,,
365,1987,,10,2007,,
366,1987,,10,2007,,
367,1987,,10,2007,,
368,1987,,10,2007,,
369,1987,,10,2007,,
370,1987,,10,2007,,
371,1987,,10,2007,,
373,1987,,10,2007,,
374,1987,,10,2007,,
375,1987,,10,2007,,
376,1987,,10,2007,,
377,1987,,10,2007,,
379,1987,,10,2007,,
382,1987,,10,2007,,
383,1987,,10,2007,,
384,1987,,10,2007,,
385,1987,,10,2007,,
386,1987,,10,2007,,
387,1987,,10,2007,,
388,1987,,10,2007,,
389,1987,,10,2007,,
390,1987,,10,2007,,
398,1987,,10,2005,0.994434396,
402,1987,,10,1970,0.582689737,
404,1987,,10,1996,0.617280169,
412,1987,,10,1982,0.855492817,
415,1987,,10,2001,0.39234979,
418,1987,,10,1999,,
419,1987,,10,1999,,
420,1987,,10,2012,0.784831905,
421,1987,,10,1994,0.857999125,
422,1987,,10,2005,0.930749891,
423,1987,,10,2005,0.930749891,
424,1987,,10,2005,0.930749891,
425,1987,,10,2005,0.930749891,
426,1987,,10,2005,0.930749891,
427,1987,,10,2005,,
428,1987,,10,2005,0.930749891,
429,1987,,10,2005,0.930749891,
430,1987,,10,2005,0.930749891,
431,1987,,10,2005,0.930749891,
432,1987,,10,2005,0.930749891,
433,1987,,10,2005,0.930749891,
434,1987,,10,2005,0.930749891,
435,1987,,10,2005,0.930749891,
436,1987,,10,2008,0.978399146,
437,1987,,10,2008,0.978399146,
438,1987,,10,2008,0.978399146,
439,1987,,10,2008,0.978399146,
440,1987,,10,2008,0.978399146,
441,1987,,10,2008,0.798277534,
442,1987,,10,2008,0.798277534,
444,1987,,10,2005,0.992792496,
447,1987,,10,2005,0.992792496,
448,1987,,10,2005,0.992792496,
449,1987,,10,2005,0.992792496,
450,1987,,10,2005,0.992792496,
451,1987,,10,2005,0.992792496,
452,1987,,10,2005,0.655257525,
454,1987,,10,2005,0.968054457,
455,1987,,10,1994,0.518985269,
457,1987,,10,1994,0.518985269,
459,1987,,10,1994,0.518985269,
460,1987,,10,1994,0.518985269,
461,1987,,10,1994,0.518985269,
462,1987,,10,1994,0.518985269,
463,1987,,10,1994,0.518985269,
464,1987,,10,2005,0.968054457,
471,1987,,10,1988,0.731568538,
477,1987,,10,2010,,
479,1987,,10,1997,0.625270775,
480,1987,,10,1997,0.651568444,
482,1987,,10,1997,0.719376698,
487,1987,,10,1997,0.719376698,
489,1987,,10,1997,0.617280169,
494,1987,,10,1997,0.617280169,
496,1987,,10,1997,0.665433193,
498,1987,,10,1997,0.651568444,
504,1987,,10,1997,0.651568444,
511,1987,,10,1997,0.651568444,
519,1987,,10,1997,0.72375161,
526,1987,,10,1997,0.651568444,
529,1987,,10,1997,0.583613087,
530,1987,,10,1997,0.752813152,
531,1987,,10,1997,0.72375161,
532,1987,,10,1997,0.583613087,
533,1987,,10,1997,0.72375161,
534,1987,,10,1997,0.752813152,
535,1987,,10,1997,0.72375161,
536,1987,,10,1997,0.72375161,
539,1987,,10,1997,0.878471117,
540,1987,,10,1997,0.801467499,
542,1987,,10,1997,0.907839026,
543,1987,,10,1997,0.907839026,
544,1987,,10,1997,0.907839026,
545,1987,,10,1997,0.907839026,
546,1987,,10,1997,0.878471117,
547,1987,,10,1997,0.878471117,
550,1987,,10,1997,0.878471117,
552,1987,,10,1997,0.878471117,
553,1987,,10,1997,0.72375161,
554,1987,,10,1997,0.72375161,
557,1987,,10,1997,0.740411133,
558,1987,,10,1997,0.752813152,
560,1987,,10,1997,0.651753875,
561,1987,,10,1997,0.651753875,
562,1987,,10,1997,0.907839026,
565,1987,,10,1997,0.878471117,
573,1987,,10,1997,0.651753875,
577,1987,,10,1997,0.651753875,
578,1987,,10,1997,0.651753875,
579,1987,,10,1997,0.651753875,
583,1987,,10,1997,0.651753875,
584,1987,,10,1997,0.651753875,
585,1987,,10,1997,0.651753875,
586,1987,,10,1997,0.651753875,
588,1987,,10,1997,0.651753875,
589,1987,,10,1997,0.651753875,
590,1987,,10,1997,0.651753875,
591,1987,,10,1997,0.665433193,
595,1987,,10,2001,0.627377446,
596,1987,,10,2001,0.551358873,
597,1987,,10,2001,0.636766893,
598,1987,,10,2001,0.586144888,
601,1987,,10,2001,0.511879576,
604,1987,,10,2001,0.520228049,
605,1987,,10,2001,0.480321715,
606,1987,,10,2001,0.554458861,
609,1987,,10,2001,0.542767121,
610,1987,,10,2001,0.55354243,
615,1987,,10,2001,0.586144888,
616,1987,,10,2001,0.454779775,
619,1987,,10,2001,0.529278322,
623,1987,,10,2001,0.544317362,
624,1987,,10,2001,0.626760761,
625,1987,,10,2001,0.554458861,
627,1987,,10,2001,0.593078841,
628,1987,,10,2001,0.624948267,
630,1987,,10,2001,0.515229862,
632,1987,,10,2001,0.642247659,
633,1987,,10,2001,0.555331116,
636,1987,,10,2001,0.524482252,
637,1987,,10,2001,0.513494932,
639,1987,,10,2001,0.541149262,
644,1987,,10,2001,0.551793993,
649,1987,,10,2001,0.49567715,
678,1987,,10,1978,1.047260964,
680,1987,,10,1978,0.495110215,
691,1987,,10,1994,0.677098926,
707,1987,,10,2010,0.95554674,
709,1987,,10,1987,,
711,1987,,10,1997,,
721,1987,,10,1976,,
722,1987,,10,2006,0.786232261,
724,1987,,10,1998,0.960342569,
728,1987,,10,2003,1.045059117,
729,1987,,10,2003,1.045059117,
730,1987,,10,2003,1.085164139,
731,1987,,10,2003,1.045059117,
732,1987,,10,2003,1.085164139,
733,1987,,10,2003,1.085164139,
734,1987,,10,2003,1.085164139,
736,1987,,10,2003,1.085164139,
743,1987,,10,2008,,
745,1987,,10,2008,1.030399468,
747,1987,,10,1978,0.749818941,
749,1987,,10,1978,0.749818941,
751,1987,,10,2010,0.767312401,
752,1987,,10,2010,0.756717686,
753,1987,,10,2010,0.767312401,
756,1987,,10,2010,0.578180535,
757,1987,,10,2010,0.578180535,
759,1987,,10,2010,0.756717686,
760,1987,,10,2010,0.756717686,
762,1987,,10,2012,0.550067921,
768,1987,,10,2012,0.58693197,
769,1987,,10,2012,0.58693197,
774,1987,,10,2012,0.488265142,
781,1987,,10,2012,0.550067921,
783,1987,,10,2010,0.910645272,
785,1987,,10,2010,1.097760823,
786,1987,,10,2010,0.898881554,
787,1987,,10,2010,1.097760823,
788,1987,,10,2010,0.933503539,
789,1987,,10,2010,,
790,1987,,10,2010,0.835087645,
792,1987,,10,2010,0.875490553,
794,1987,,10,2010,0.766677278,
795,1987,,10,2010,0.766677278,
796,1987,,10,2010,0.972207094,
799,1987,,10,2010,,
800,1987,,10,2010,0.875490553,
802,1987,,10,2010,,
803,1987,,10,2010,0.671997147,
804,1987,,10,2010,,
805,1987,,10,2010,0.933503539,
810,1987,,10,2010,0.910645272,
812,1987,,10,2010,0.910645272,
813,1987,,10,2010,0.910645272,
814,1987,,10,2010,1.058152707,
815,1987,,10,2010,0.910645272,
836,1987,,10,2002,0.67139242,
837,1987,,10,2002,0.627722107,
842,1987,,10,2002,0.627722107,
843,1987,,10,2002,0.627722107,
844,1987,,10,2002,0.627722107,
845,1987,,10,2002,0.627722107,
846,1987,,10,2002,0.627722107,
847,1987,,10,2002,0.627722107,
849,1987,,10,2002,0.627722107,
856,1987,,10,1997,,
857,1987,,10,2012,0.784831905,
860,1987,,10,2005,0.596097172,
861,1987,,10,2005,0.629258758,
867,1987,,10,2011,0.575561471,
875,1987,,10,2011,0.75707584,
878,1987,,10,2011,0.847589961,
879,1987,,10,2011,0.847589961,
880,1987,,10,2011,0.747231513,
881,1987,,10,2011,0.747231513,
882,1987,,10,2011,0.747231513,
883,1987,,10,2011,0.740721535,
884,1987,,10,2011,0.87521651,
886,1987,,10,2011,0.740721535,
888,1987,,10,2011,0.740721535,
889,1987,,10,2011,0.740721535,
896,1987,,10,2015,,
897,1987,,10,2015,,
899,1987,,10,2011,0.767312401,
900,1987,,10,2011,0.666177343,
904,1987,,10,2005,0.899519387,
909,1987,,10,2005,0.694849249,
910,1987,,10,2005,0.968054457,
912,1987,,10,2005,0.899519387,
913,1987,,10,2005,0.968054457,
916,1987,,10,2005,0.846442163,
917,1987,,10,2005,1.042078186,
918,1987,,10,2005,1.042078186,
922,1987,,10,2005,0.968054457,
932,1987,,10,2015,0.637148233,
934,1987,,10,2015,0.637148233,
935,1987,,10,2015,0.637148233,
936,1987,,10,2015,0.817217588,
940,1987,,10,2018,,
944,1987,,10,2012,,
945,1987,,10,1999,,
947,1987,,10,1999,0.27104257,
960,1987,,10,1999,0.45628596,
962,1987,,10,1999,0.339718981,
963,1987,,10,1999,,
968,1987,,10,2012,0.27104257,
1095,1987,,10,2011,0.461328812,
1098,1987,,10,2011,0.726339989,
1100,1987,,10,2012,0.597345119,
1101,1987,,10,2012,,
1103,1987,,10,2012,0.733956751,
1111,1987,,10,2012,0.733956751,
1115,1987,,10,2012,0.733956751,
1182,1987,,10,1994,0.406766606,
1185,1987,,10,2007,,
1190,1987,,10,2018,0.583887322,
1191,1987,,10,2018,0.409172167,
1196,1987,,10,1984,0.841956099,
1197,1987,,10,1992,0.434525286,
1198,1987,,10,1990,,
1199,1987,,10,2004,0.364633053,
1200,1987,,10,1999,,
1202,1987,,10,1987,0.935692708,
1203,1987,,10,1985,1.293618614,
1204,1987,,10,1994,0.677795593,
1208,1987,,10,2000,,
1210,1987,,10,1996,0.860825696,
1211,1987,,10,2001,0.94028117,
1213,1987,,10,2003,0.734495346,
1215,1987,,10,1985,1.066134628,
1218,1987,,10,1985,0.950090452,
1223,1987,,10,1984,1.026466982,
1224,1987,,10,1987,0.554017247,
1226,1987,,10,1985,0.552410501,
1229,1987,,10,1986,0.835988345,
1232,1987,,10,1996,0.617280169,
1236,1987,,10,1989,0.787547205,
1239,1987,,10,1998,0.719376698,
1242,1987,,10,2004,0.617280169,
1243,1987,,10,2004,0.461662947,
1245,1987,,10,2002,0.513494932,
1247,1987,,10,2002,0.544317362,
1248,1987,,10,2002,0.645207478,
1249,1987,,10,2002,0.642247659,
1250,1987,,10,2002,0.513494932,
1251,1987,,10,2002,0.529278322,
1252,1987,,10,2002,0.529278322,
1253,1987,,10,2002,0.553221823,
1254,1987,,10,2002,0.586144888,
1255,1987,,10,2002,0.592488755,
1260,1987,,10,1982,,
1261,1987,,10,1978,,
1263,1987,,10,1997,1.045059117,
1264,1987,,10,1998,,
1265,1987,,10,2005,0.903807333,
1267,1987,,10,2005,0.910645272,
1268,1987,,10,2005,0.910645272,
1269,1987,,10,2005,0.396101356,
1270,1987,,10,2005,0.671997147,
1271,1987,,10,2005,0.671997147,
1272,1987,,10,2005,0.701850197,
1273,1987,,10,2005,0.835087645,
1274,1987,,10,2005,0.835087645,
1275,1987,,10,2005,0.835087645,
1276,1987,,10,2005,0.823214445,
1282,1987,,10,1991,0.67669326,
1285,1987,,10,1995,0.367500635,
1286,1987,,10,1995,0.367500635,
1288,1987,,10,1970,0.795553308,
1305,1987,,10,1998,0.860825696,
1308,1987,,10,1998,0.887112779,
1313,1987,,10,1998,0.903536827,
1316,1987,,10,1988,,
1317,1987,,10,2004,0.930749891,
1318,1987,,10,2004,,
1320,1987,,10,1986,0.86401362,
1321,1987,,10,1986,1.087660056,
1322,1987,,10,1986,1.071047536,
1323,1987,,10,2005,0.77090815,
1324,1987,,10,2012,0.77090815,
1325,1987,,10,1995,1.071047536,
1327,1987,,10,1995,0.553621929,
1328,1987,,10,2005,1.071047536,
1330,1987,,10,2005,0.553621929,
1331,1987,,10,2013,0.679217013,
1337,1987,,10,1990,1.089495874,
1350,1987,,10,2012,0.859348526,
1351,1987,,10,2012,0.636661564,
1355,1987,,10,2002,0.613751875,
1357,1987,,10,2002,0.670915123,
1358,1987,,10,2013,0.670915123,
1359,1987,,10,1993,0.637417912,
1360,1987,,10,1993,0.637417912,
1365,1987,,10,2014,0.583504855,
1376,1987,,10,2001,1.006691553,
1377,1987,,10,2001,,
1378,1987,,10,2005,1.006691553,
1379,1987,,10,2006,,
1380,1987,,10,2005,0.779470041,
1382,1987,,10,2005,0.534265353,
1383,1987,,10,2005,0.534265353,
1389,1987,,10,1994,0.585633875,
1391,1987,,10,1994,0.606904147,
1400,1987,,10,2004,1.070067432,
1405,1987,,10,1994,,
1406,1987,,10,1994,0.518985269,
1407,1987,,10,1994,,
1408,1987,,10,1994,0.518985269,
1409,1987,,10,1994,,
1410,1987,,10,1994,0.518985269,
1418,1987,,10,1993,0.995392716,
1421,1987,,10,1993,,
1425,1987,,10,1993,1.081185632,
1426,1987,,10,1993,1.081185632,
1429,1987,,10,2003,0.863161972,
1430,1987,,10,2003,0.863161972,
1431,1987,,10,2003,0.863161972,
1437,1987,,10,1989,0.850247252,
1441,1987,,10,1989,0.843848907,
1449,1987,,10,1989,0.468214085,
1454,1987,,10,1989,0.973056819,
1455,1987,,10,1989,0.948084474,
1460,1987,,10,1989,0.782348625,
1461,1987,,10,1989,0.743578785,
1473,1987,,10,2012,0.597550627,
1475,1987,,10,2000,0.828855948,
1478,1987,,10,1994,0.579167441,
1484,1987,,10,1994,0.737598359,
1485,1987,,10,1994,0.753245817,
1489,1987,,10,1994,0.60379569,
1490,1987,,10,1994,0.589402735,
1492,1987,,10,1994,0.692508041,
1493,1987,,10,1994,0.773319962,
1501,1987,,10,1994,0.599949752,
1503,1987,,10,1994,0.740570977,
1506,1987,,10,1994,0.687028362,
1508,1987,,10,1994,0.494524394,
1511,1987,,10,1994,0.504737781,
1526,1987,,10,1990,0.717054249,
1527,1987,,10,1990,0.835472859,
1528,1987,,10,1990,,
1529,1987,,10,1990,,
1530,1987,,10,1990,,
1531,1987,,10,1990,0.868218783,
1537,1987,,10,2004,0.903536827,
1538,1987,,10,2004,0.887112779,
1540,1987,,10,2004,0.887112779,
1544,1987,,10,2004,0.860825696,
1546,1987,,10,2004,0.903536827,
1547,1987,,10,2004,0.903536827,
1548,1987,,10,2004,0.903536827,
1555,1987,,10,2000,,
1558,1987,,10,2000,,
1559,1987,,10,2005,0.585633875,
1563,1987,,10,2004,0.95528968,
1580,1987,,10,1992,0.666905128,
1595,1987,,10,2003,0.94028117,
1598,1987,,10,2007,0.779470041,
1599,1987,,10,2007,0.779470041,
1600,1987,,10,2017,0.543707728,
1606,1987,,10,2015,0.694625207,
811,1987,3,10,2010,0.910645272,
1266,1987,3,10,2005,0.910645272,
1281,1987,3,10,2005,0.744833908,
39,1987,4,10,2010,0.417190984,
73,1987,4,10,2010,0.46193303,
79,1987,4,10,2010,,
81,1987,4,10,2010,,
82,1987,4,10,2010,,
149,1987,4,10,2010,0.417190984,
264,1987,4,10,2002,0.719358516,
295,1987,4,10,2002,0.652271396,
314,1987,4,10,2002,0.660379245,
396,1987,4,10,2005,0.650393034,
400,1987,4,10,1975,1.089607825,
403,1987,4,10,1996,0.651568444,
406,1987,4,10,2005,0.968054457,
411,1987,4,10,1999,1.08121718,
414,1987,4,10,1978,0.713922726,
443,1987,4,10,2005,0.968054457,
445,1987,4,10,2005,0.992792496,
446,1987,4,10,2005,0.992792496,
453,1987,4,10,2005,0.655257525,
458,1987,4,10,1994,0.518985269,
467,1987,4,10,2005,0.968054457,
468,1987,4,10,2005,0.968054457,
481,1987,4,10,1997,0.719376698,
500,1987,4,10,1997,0.665433193,
509,1987,4,10,1997,0.651568444,
510,1987,4,10,1997,0.651568444,
512,1987,4,10,1997,0.651568444,
513,1987,4,10,1997,0.651568444,
514,1987,4,10,1997,0.665433193,
516,1987,4,10,1997,0.665433193,
518,1987,4,10,1997,0.651568444,
522,1987,4,10,1997,0.651568444,
548,1987,4,10,1997,0.651568444,
570,1987,4,10,1997,0.651568444,
572,1987,4,10,1997,0.719376698,
574,1987,4,10,1997,0.651753875,
575,1987,4,10,1997,0.719376698,
580,1987,4,10,1997,0.752813152,
652,1987,4,10,2010,,
653,1987,4,10,2010,,
662,1987,4,10,1988,0.650469109,
663,1987,4,10,1988,,
665,1987,4,10,1988,,
669,1987,4,10,1988,0.614218178,
672,1987,4,10,1988,,
673,1987,4,10,1988,,
677,1987,4,10,1978,0.95069571,
681,1987,4,10,1978,0.98650683,
683,1987,4,10,1978,0.98650683,
685,1987,4,10,2003,0.96256853,
686,1987,4,10,2003,0.975631695,
687,1987,4,10,2003,0.927047485,
692,1987,4,10,1999,0.677098926,
713,1987,4,10,1984,,
718,1987,4,10,2005,0.779470041,
723,1987,4,10,1998,1.02732725,
725,1987,4,10,1998,0.975773864,
726,1987,4,10,2000,0.89083996,
755,1987,4,10,2010,0.767312401,
806,1987,4,10,2010,0.933503539,
807,1987,4,10,2010,0.951087866,
809,1987,4,10,2010,0.951087866,
818,1987,4,10,2002,0.585538222,
820,1987,4,10,2002,0.585538222,
822,1987,4,10,2002,0.585538222,
823,1987,4,10,2002,0.585538222,
828,1987,4,10,2002,0.585538222,
839,1987,4,10,2002,0.585538222,
850,1987,4,10,2002,0.585538222,
851,1987,4,10,2002,0.585538222,
895,1987,4,10,2015,0.804120537,
898,1987,4,10,2015,0.661171698,
901,1987,4,10,2005,0.846442163,
902,1987,4,10,2005,0.968054457,
903,1987,4,10,2005,0.968054457,
905,1987,4,10,2005,0.899519387,
906,1987,4,10,2005,0.694849249,
907,1987,4,10,2005,0.694849249,
908,1987,4,10,2005,0.694849249,
911,1987,4,10,2005,0.968054457,
914,1987,4,10,2005,0.968054457,
915,1987,4,10,2005,0.518985269,
919,1987,4,10,2005,1.042078186,
920,1987,4,10,2005,1.07418291,
921,1987,4,10,2005,1.042078186,
926,1987,4,10,2002,0.488097899,
937,1987,4,10,2015,0.817217588,
938,1987,4,10,2015,0.817217588,
943,1987,4,10,2002,0.460190621,
1094,1987,4,10,2011,0.706750995,
1194,1987,4,10,2018,0.884613521,
1205,1987,4,10,1992,0.698890034,
1207,1987,4,10,2001,0.981631675,
1216,1987,4,10,1999,0.968353413,
1217,1987,4,10,1999,1.098206809,
1221,1987,4,10,1986,1.030700986,
1227,1987,4,10,1985,0.552410501,
1246,1987,4,10,2002,0.552052533,
1258,1987,4,10,2000,0.721500065,
1259,1987,4,10,2005,0.76178242,
1262,1987,4,10,1997,1.097760823,
1304,1987,4,10,2011,0.518985269,
1312,1987,4,10,1998,0.903536827,
1314,1987,4,10,1998,0.887112779,
1315,1987,4,10,2012,0.759596228,
1332,1987,4,10,2004,0.96256853,
1333,1987,4,10,2004,0.975631695,
1334,1987,4,10,2004,0.927047485,
1335,1987,4,10,2004,0.838753059,
1336,1987,4,10,1990,1.128260726,
1339,1987,4,10,1990,0.916990642,
1340,1987,4,10,1990,0.750498501,
1342,1987,4,10,1990,0.787789747,
1344,1987,4,10,1990,0.916990642,
1345,1987,4,10,1990,0.750498501,
1347,1987,4,10,1990,0.787789747,
1354,1987,4,10,2005,0.725669197,
1367,1987,4,10,2004,0.931377356,
1369,1987,4,10,2004,0.84977836,
1370,1987,4,10,2004,0.895408162,
1373,1987,4,10,2005,0.968054457,
1375,1987,4,10,2003,0.998471048,
1385,1987,4,10,2000,0.762334022,
1392,1987,4,10,1994,0.606904147,
1394,1987,4,10,1990,0.608142015,
1401,1987,4,10,2004,0.857999125,
1402,1987,4,10,2004,1.070067432,
1404,1987,4,10,1989,1.030563419,
1414,1987,4,10,2003,0.871861674,
1415,1987,4,10,2003,0.81660373,
1420,1987,4,10,1993,0.898085452,
1422,1987,4,10,1993,0.896731298,
1423,1987,4,10,1993,1.081185632,
1424,1987,4,10,1993,1.081185632,
1427,1987,4,10,1993,1.078460395,
1432,1987,4,10,2003,1.08115694,
1433,1987,4,10,1989,0.882197916,
1434,1987,4,10,1989,0.872113565,
1439,1987,4,10,1989,0.966522996,
1446,1987,4,10,1989,,
1453,1987,4,10,1989,1.02160558,
1457,1987,4,10,1989,0.878593818,
1459,1987,4,10,1989,0.7852034,
1468,1987,4,10,2002,0.488097899,
1472,1987,4,10,2002,0.488097899,
1476,1987,4,10,1994,0.677087908,
1477,1987,4,10,1994,0.478187647,
1482,1987,4,10,1994,0.679217013,
1491,1987,4,10,1994,0.549286952,
1496,1987,4,10,1994,0.505462021,
1510,1987,4,10,1994,0.64646388,
1512,1987,4,10,1994,0.721042921,
1514,1987,4,10,1994,0.534833393,
1522,1987,4,10,1977,1.089607825,
1523,1987,4,10,2017,0.469111341,
1524,1987,4,10,2017,0.929369361,
1525,1987,4,10,2017,0.929369361,
1532,1987,4,10,2004,0.989964136,
1534,1987,4,10,2004,0.870994204,
1535,1987,4,10,2004,0.870994204,
1536,1987,4,10,2004,0.903536827,
1539,1987,4,10,2004,0.887112779,
1561,1987,4,10,2004,0.95528968,
1565,1987,4,10,1983,0.692073917,
1566,1987,4,10,1983,0.678522406,
1567,1987,4,10,1983,0.708734282,
1568,1987,4,10,1983,0.710542447,
1570,1987,4,10,1983,0.692073917,
1571,1987,4,10,1983,0.678522406,
1572,1987,4,10,1983,0.708734282,
1573,1987,4,10,1983,0.710542447,
1576,1987,4,10,1992,0.468486124,
1577,1987,4,10,1992,0.700794703,
1578,1987,4,10,1992,0.583679188,
1579,1987,4,10,1992,,
1581,1987,4,10,1992,0.571440268,
1582,1987,4,10,1992,,
1583,1987,4,10,1992,0.519552277,
1584,1987,4,10,1992,,
1586,1987,4,10,1992,0.762334022,
1589,1987,4,10,2003,0.468214085,
1591,1987,4,10,2003,0.930679842,
1592,1987,4,10,2003,0.598498966,
9,1987,5,10,2010,0.46193303,
11,1987,5,10,2010,0.413819332,
12,1987,5,10,2010,0.413819332,
14,1987,5,10,2010,0.413819332,
15,1987,5,10,2010,0.413819332,
16,1987,5,10,2010,0.413819332,
17,1987,5,10,2010,0.413819332,
19,1987,5,10,2010,0.413819332,
20,1987,5,10,2010,0.46193303,
27,1987,5,10,2010,0.413819332,
30,1987,5,10,2010,0.413819332,
35,1987,5,10,2010,0.413819332,
40,1987,5,10,2010,,
42,1987,5,10,2010,0.46193303,
50,1987,5,10,2010,,
51,1987,5,10,2010,0.46193303,
54,1987,5,10,2010,,
66,1987,5,10,2010,,
67,1987,5,10,2010,,
69,1987,5,10,2010,,
70,1987,5,10,2010,,
71,1987,5,10,2010,,
72,1987,5,10,2010,,
80,1987,5,10,2010,,
95,1987,5,10,2010,0.688076839,
96,1987,5,10,2010,,
99,1987,5,10,2010,,
101,1987,5,10,2010,,
102,1987,5,10,2010,,
103,1987,5,10,2010,,
104,1987,5,10,2010,,
105,1987,5,10,2010,,
106,1987,5,10,2010,0.688076839,
107,1987,5,10,2010,,
109,1987,5,10,2010,,
111,1987,5,10,2010,,
112,1987,5,10,2010,,
113,1987,5,10,2010,,
117,1987,5,10,2010,0.46193303,
118,1987,5,10,2010,0.688076839,
122,1987,5,10,2010,0.46193303,
123,1987,5,10,2010,0.46193303,
125,1987,5,10,2010,0.46193303,
126,1987,5,10,2010,0.46193303,
127,1987,5,10,2010,0.46193303,
128,1987,5,10,2010,0.46193303,
129,1987,5,10,2010,0.688076839,
131,1987,5,10,2010,0.46193303,
132,1987,5,10,2010,0.46193303,
133,1987,5,10,2010,0.46193303,
134,1987,5,10,2010,0.46193303,
135,1987,5,10,2010,0.46193303,
139,1987,5,10,2010,0.46193303,
140,1987,5,10,2010,0.688076839,
141,1987,5,10,2010,0.499382233,
144,1987,5,10,2010,0.731610506,
145,1987,5,10,2010,0.688076839,
147,1987,5,10,2010,0.731610506,
148,1987,5,10,2010,0.553358842,
155,1987,5,10,2010,0.688076839,
157,1987,5,10,2010,,
159,1987,5,10,2010,0.46193303,
160,1987,5,10,2010,,
162,1987,5,10,2010,0.46193303,
163,1987,5,10,2010,0.688076839,
164,1987,5,10,2010,0.688076839,
166,1987,5,10,2010,0.688076839,
169,1987,5,10,2010,0.46193303,
174,1987,5,10,2010,0.46193303,
175,1987,5,10,2010,0.46193303,
176,1987,5,10,2010,0.46193303,
182,1987,5,10,2010,0.46193303,
183,1987,5,10,2010,0.46193303,
184,1987,5,10,2010,0.46193303,
185,1987,5,10,2010,0.46193303,
187,1987,5,10,2010,0.46193303,
188,1987,5,10,2010,0.46193303,
