Ref_ID,Year,driver_class,esa_lc_2021,event_start,VOD_L-Band,gfc_lossyear
253,2010,,10,2002,0.097574882,
261,2010,,10,2002,0.097574882,
262,2010,,10,2002,0.10934796913668263,
263,2010,,10,2002,0.10754276781643055,
265,2010,,10,2002,0.098486359,
266,2010,,10,2002,0.11563786814998527,
267,2010,,10,2002,0.10754276781643055,
269,2010,,10,2002,0.1930681066042207,
273,2010,,10,2002,0.10121002405010503,
274,2010,,10,2002,0.11563786814998527,
281,2010,,10,2002,0.11459934109851479,
284,2010,,10,2002,0.10754276781643055,
285,2010,,10,2002,0.11126401334245004,
286,2010,,10,2002,0.10954583937723554,
287,2010,,10,2002,0.1108639719602639,
289,2010,,10,2002,0.11704863536126726,
297,2010,,10,2002,0.11651105793106561,
298,2010,,10,2002,0.1108639719602639,
299,2010,,10,2002,0.10844606129312782,
301,2010,,10,2002,0.10754276781643055,
304,2010,,10,2002,0.090516908,
308,2010,,10,2002,0.077170436,
310,2010,,10,2002,0.19370149105740314,
311,2010,,10,2002,0.17516685429682305,
325,2010,,10,2007,,
326,2010,,10,2007,,
328,2010,,10,2007,,
339,2010,,10,2007,,
340,2010,,10,2007,,
341,2010,,10,2007,,
342,2010,,10,2007,,
344,2010,,10,2007,,
345,2010,,10,2007,,
346,2010,,10,2007,,
353,2010,,10,2007,,
354,2010,,10,2007,,
355,2010,,10,2007,,
356,2010,,10,2007,,
357,2010,,10,2007,,
358,2010,,10,2007,,
359,2010,,10,2007,,
360,2010,,10,2007,,
362,2010,,10,2007,,
363,2010,,10,2007,,
364,2010,,10,2007,,
365,2010,,10,2007,,
366,2010,,10,2007,,
367,2010,,10,2007,,
368,2010,,10,2007,,
369,2010,,10,2007,,
370,2010,,10,2007,,
371,2010,,10,2007,,
373,2010,,10,2007,,
374,2010,,10,2007,,
375,2010,,10,2007,,
376,2010,,10,2007,,
377,2010,,10,2007,,
379,2010,,10,2007,,
382,2010,,10,2007,,
383,2010,,10,2007,,
384,2010,,10,2007,,
385,2010,,10,2007,,
386,2010,,10,2007,,
387,2010,,10,2007,,
388,2010,,10,2007,,
389,2010,,10,2007,,
390,2010,,10,2007,,
398,2010,,10,2005,0.33209423133127286,
402,2010,,10,1970,0.14629217663003344,
404,2010,,10,1996,0.15301899050133064,
412,2010,,10,1982,0.4631372750566044,
415,2010,,10,2001,0.11286018084725433,
418,2010,,10,1999,,
419,2010,,10,1999,,
420,2010,,10,2012,0.21167420473114384,
421,2010,,10,1994,0.41618957480571006,
422,2010,,10,2005,0.29922149247584867,
423,2010,,10,2005,0.29922149247584867,
424,2010,,10,2005,0.29922149247584867,
425,2010,,10,2005,0.29922149247584867,
426,2010,,10,2005,0.29922149247584867,
427,2010,,10,2005,0.17875446039492804,
428,2010,,10,2005,0.29922149247584867,
429,2010,,10,2005,0.29922149247584867,
430,2010,,10,2005,0.29922149247584867,
431,2010,,10,2005,0.29922149247584867,
432,2010,,10,2005,0.29922149247584867,
433,2010,,10,2005,0.29922149247584867,
434,2010,,10,2005,0.29922149247584867,
435,2010,,10,2005,0.29922149247584867,
436,2010,,10,2008,0.3155527962125257,
437,2010,,10,2008,0.3155527962125257,
438,2010,,10,2008,0.3155527962125257,
439,2010,,10,2008,0.3155527962125257,
440,2010,,10,2008,0.3155527962125257,
441,2010,,10,2008,0.25315182842540973,
442,2010,,10,2008,0.25315182842540973,
444,2010,,10,2005,0.3744981634848709,
447,2010,,10,2005,0.3744981634848709,
448,2010,,10,2005,0.3744981634848709,
449,2010,,10,2005,0.3744981634848709,
450,2010,,10,2005,0.3744981634848709,
451,2010,,10,2005,0.3744981634848709,
452,2010,,10,2005,0.22702200081752835,
454,2010,,10,2005,0.35557817240788075,
455,2010,,10,1994,0.13806636805112715,
457,2010,,10,1994,0.13806636805112715,
459,2010,,10,1994,0.13806636805112715,
460,2010,,10,1994,0.13806636805112715,
461,2010,,10,1994,0.13806636805112715,
462,2010,,10,1994,0.13806636805112715,
463,2010,,10,1994,0.13806636805112715,
464,2010,,10,2005,0.35557817240788075,
471,2010,,10,1988,0.22383031680171533,
477,2010,,10,2010,,
479,2010,,10,1997,0.16336661667304783,
480,2010,,10,1997,0.18737959179879898,
482,2010,,10,1997,0.19447781700323719,
487,2010,,10,1997,0.19447781700323719,
489,2010,,10,1997,0.15301899050133064,
494,2010,,10,1997,0.15301899050133064,
496,2010,,10,1997,0.229577038,
498,2010,,10,1997,0.18737959179879898,
504,2010,,10,1997,0.18737959179879898,
511,2010,,10,1997,0.18737959179879898,
519,2010,,10,1997,0.24200085720286854,
526,2010,,10,1997,0.18737959179879898,
529,2010,,10,1997,0.20569233180280247,
530,2010,,10,1997,0.22981684848104886,
531,2010,,10,1997,0.24200085720286854,
532,2010,,10,1997,0.20569233180280247,
533,2010,,10,1997,0.24200085720286854,
534,2010,,10,1997,0.22981684848104886,
535,2010,,10,1997,0.24200085720286854,
536,2010,,10,1997,0.24200085720286854,
539,2010,,10,1997,0.28829326309900744,
540,2010,,10,1997,0.25097804342315144,
542,2010,,10,1997,0.3134202483639727,
543,2010,,10,1997,0.3134202483639727,
544,2010,,10,1997,0.3134202483639727,
545,2010,,10,1997,0.3134202483639727,
546,2010,,10,1997,0.28829326309900744,
547,2010,,10,1997,0.28829326309900744,
550,2010,,10,1997,0.28829326309900744,
552,2010,,10,1997,0.28829326309900744,
553,2010,,10,1997,0.24200085720286854,
554,2010,,10,1997,0.24200085720286854,
557,2010,,10,1997,0.2095648504129226,
558,2010,,10,1997,0.22981684848104886,
560,2010,,10,1997,0.22826577595979736,
561,2010,,10,1997,0.22826577595979736,
562,2010,,10,1997,0.3134202483639727,
565,2010,,10,1997,0.28829326309900744,
573,2010,,10,1997,0.22826577595979736,
577,2010,,10,1997,0.22826577595979736,
578,2010,,10,1997,0.22826577595979736,
579,2010,,10,1997,0.22826577595979736,
583,2010,,10,1997,0.22826577595979736,
584,2010,,10,1997,0.22826577595979736,
585,2010,,10,1997,0.22826577595979736,
586,2010,,10,1997,0.22826577595979736,
588,2010,,10,1997,0.22826577595979736,
589,2010,,10,1997,0.22826577595979736,
590,2010,,10,1997,0.22826577595979736,
591,2010,,10,1997,0.229577038,
595,2010,,10,2001,0.10462850718578783,
596,2010,,10,2001,0.078804122,
597,2010,,10,2001,0.111364598,
598,2010,,10,2001,0.09005737,
601,2010,,10,2001,0.098426808,
604,2010,,10,2001,0.10873095675660302,
605,2010,,10,2001,0.082184446,
606,2010,,10,2001,0.10388928502418057,
609,2010,,10,2001,0.1180671231147502,
610,2010,,10,2001,0.11869554410759946,
615,2010,,10,2001,0.09005737,
616,2010,,10,2001,0.14351413551712236,
619,2010,,10,2001,0.093661023,
623,2010,,10,2001,0.13043890703470323,
624,2010,,10,2001,0.1092639020004325,
625,2010,,10,2001,0.10388928502418057,
627,2010,,10,2001,0.059294632,
628,2010,,10,2001,0.15178707393158877,
630,2010,,10,2001,0.10179270940237146,
632,2010,,10,2001,0.12445570526255367,
633,2010,,10,2001,0.095847344,
636,2010,,10,2001,0.082381543,
637,2010,,10,2001,0.10724045473166938,
639,2010,,10,2001,0.095038419,
644,2010,,10,2001,0.1454195895593856,
649,2010,,10,2001,0.10225746917262615,
678,2010,,10,1978,0.4962055945683435,
680,2010,,10,1978,,
691,2010,,10,1994,0.22315034200214917,
707,2010,,10,2010,0.2627174528181598,
709,2010,,10,1987,,
711,2010,,10,1997,,
721,2010,,10,1976,,
722,2010,,10,2006,0.17372317757721406,
724,2010,,10,1998,0.27688806509961356,
728,2010,,10,2003,0.4389926628336395,
729,2010,,10,2003,0.4389926628336395,
730,2010,,10,2003,0.43082502510949666,
731,2010,,10,2003,0.4389926628336395,
732,2010,,10,2003,0.43082502510949666,
733,2010,,10,2003,0.43082502510949666,
734,2010,,10,2003,0.43082502510949666,
736,2010,,10,2003,0.43082502510949666,
743,2010,,10,2008,,
745,2010,,10,2008,0.5130716765899233,
747,2010,,10,1978,0.4022239204584377,
749,2010,,10,1978,0.4022239204584377,
751,2010,,10,2010,0.16072169273893322,
752,2010,,10,2010,0.18371011617468008,
753,2010,,10,2010,0.16072169273893322,
756,2010,,10,2010,0.18494957123383843,
757,2010,,10,2010,0.18494957123383843,
759,2010,,10,2010,0.18371011617468008,
760,2010,,10,2010,0.18371011617468008,
762,2010,,10,2012,0.14859670483391832,
768,2010,,10,2012,0.1785650282954006,
769,2010,,10,2012,0.1785650282954006,
774,2010,,10,2012,0.1539496241868715,
781,2010,,10,2012,0.14859670483391832,
783,2010,,10,2010,0.5196653147455725,
785,2010,,10,2010,0.5948904105147621,
786,2010,,10,2010,0.31068609934678804,
787,2010,,10,2010,0.5948904105147621,
788,2010,,10,2010,0.47949541771712567,
789,2010,,10,2010,,
790,2010,,10,2010,0.550266108,
792,2010,,10,2010,0.3352182076499843,
794,2010,,10,2010,0.38778654791636114,
795,2010,,10,2010,0.38778654791636114,
796,2010,,10,2010,0.5482119974342196,
799,2010,,10,2010,0.5632625238238522,
800,2010,,10,2010,0.3352182076499843,
802,2010,,10,2010,0.5369815586898141,
803,2010,,10,2010,0.32836351558116855,
804,2010,,10,2010,0.5475861080636307,
805,2010,,10,2010,0.47949541771712567,
810,2010,,10,2010,0.5196653147455725,
812,2010,,10,2010,0.5196653147455725,
813,2010,,10,2010,0.5196653147455725,
814,2010,,10,2010,0.47753183027700513,
815,2010,,10,2010,0.5196653147455725,
836,2010,,10,2002,0.20227894290634665,
837,2010,,10,2002,0.15618312525118325,
842,2010,,10,2002,0.15618312525118325,
843,2010,,10,2002,0.15618312525118325,
844,2010,,10,2002,0.15618312525118325,
845,2010,,10,2002,0.15618312525118325,
846,2010,,10,2002,0.15618312525118325,
847,2010,,10,2002,0.15618312525118325,
849,2010,,10,2002,0.15618312525118325,
856,2010,,10,1997,,
857,2010,,10,2012,0.21167420473114384,
860,2010,,10,2005,0.1361783069419096,
861,2010,,10,2005,0.19588803567758556,
867,2010,,10,2011,0.15998325320978396,
875,2010,,10,2011,0.166469607,
878,2010,,10,2011,0.20076056049478078,
879,2010,,10,2011,0.20076056049478078,
880,2010,,10,2011,0.17700887927802214,
881,2010,,10,2011,0.17700887927802214,
882,2010,,10,2011,0.17700887927802214,
883,2010,,10,2011,0.1934336070298717,
884,2010,,10,2011,0.1759911122771992,
886,2010,,10,2011,0.1934336070298717,
888,2010,,10,2011,0.1934336070298717,
889,2010,,10,2011,0.1934336070298717,
896,2010,,10,2015,,
897,2010,,10,2015,,
899,2010,,10,2011,0.16072169273893322,
900,2010,,10,2011,0.16561296387113283,
904,2010,,10,2005,0.3436436192506232,
909,2010,,10,2005,0.18019846798769187,
910,2010,,10,2005,0.35557817240788075,
912,2010,,10,2005,0.3436436192506232,
913,2010,,10,2005,0.35557817240788075,
916,2010,,10,2005,0.35177044288627757,
917,2010,,10,2005,0.38113971252325274,
918,2010,,10,2005,0.38113971252325274,
922,2010,,10,2005,0.35557817240788075,
932,2010,,10,2015,0.1496857639973486,
934,2010,,10,2015,0.1496857639973486,
935,2010,,10,2015,0.1496857639973486,
936,2010,,10,2015,0.2521043427297745,
940,2010,,10,2018,,
944,2010,,10,2012,,
945,2010,,10,1999,,
947,2010,,10,1999,0.081445191,
960,2010,,10,1999,0.07321239,
962,2010,,10,1999,0.038400943,
963,2010,,10,1999,,
968,2010,,10,2012,0.081445191,
1095,2010,,10,2011,0.28889004427709714,
1098,2010,,10,2011,0.26627195661292036,
1100,2010,,10,2012,0.2827174365990803,
1101,2010,,10,2012,,
1103,2010,,10,2012,0.28004991881318303,
1111,2010,,10,2012,0.28004991881318303,
1115,2010,,10,2012,0.28004991881318303,
1182,2010,,10,1994,0.22656410522877862,
1185,2010,,10,2007,,
1190,2010,,10,2018,0.1913771020676118,
1191,2010,,10,2018,0.1567206600301321,
1196,2010,,10,1984,0.35219221009539237,
1197,2010,,10,1992,0.16802702726044222,
1198,2010,,10,1990,0.16615150460756337,
1199,2010,,10,2004,0.1079374508878779,
1200,2010,,10,1999,,
1202,2010,,10,1987,0.20273163459358876,
1203,2010,,10,1985,0.26679045383133765,
1204,2010,,10,1994,0.25146821840766354,
1208,2010,,10,2000,,
1210,2010,,10,1996,0.4008939593031128,
1211,2010,,10,2001,0.4193277183371304,
1213,2010,,10,2003,0.2196304907205649,
1215,2010,,10,1985,0.38987449405242763,
1218,2010,,10,1985,0.4006284325780765,
1223,2010,,10,1984,0.3758845614605542,
1224,2010,,10,1987,0.16922749441590768,
1226,2010,,10,1985,0.1250195869704639,
1229,2010,,10,1986,0.4014633834010066,
1232,2010,,10,1996,0.15301899050133064,
1236,2010,,10,1989,0.3383082278375061,
1239,2010,,10,1998,0.19447781700323719,
1242,2010,,10,2004,0.15301899050133064,
1243,2010,,10,2004,0.14331240618503957,
1245,2010,,10,2002,0.10724045473166938,
1247,2010,,10,2002,0.13043890703470323,
1248,2010,,10,2002,0.12344665267243406,
1249,2010,,10,2002,0.12445570526255367,
1250,2010,,10,2002,0.10724045473166938,
1251,2010,,10,2002,0.093661023,
1252,2010,,10,2002,0.093661023,
1253,2010,,10,2002,0.090538369,
1254,2010,,10,2002,0.09005737,
1255,2010,,10,2002,0.15230947763430844,
1260,2010,,10,1982,,
1261,2010,,10,1978,0.13982186221116913,
1263,2010,,10,1997,0.4389926628336395,
1264,2010,,10,1998,,
1265,2010,,10,2005,0.5496989531193396,
1267,2010,,10,2005,0.5196653147455725,
1268,2010,,10,2005,0.5196653147455725,
1269,2010,,10,2005,0.22952551283164435,
1270,2010,,10,2005,0.32836351558116855,
1271,2010,,10,2005,0.32836351558116855,
1272,2010,,10,2005,0.44573973659745847,
1273,2010,,10,2005,0.550266108,
1274,2010,,10,2005,0.550266108,
1275,2010,,10,2005,0.550266108,
1276,2010,,10,2005,0.4604278616154171,
1282,2010,,10,1991,0.24828304269974616,
1285,2010,,10,1995,0.12348937403216508,
1286,2010,,10,1995,0.12348937403216508,
1288,2010,,10,1970,0.37306620997693113,
1305,2010,,10,1998,0.4008939593031128,
1308,2010,,10,1998,0.3909814020342415,
1313,2010,,10,1998,0.3757674707715694,
1316,2010,,10,1988,,
1317,2010,,10,2004,0.29922149247584867,
1318,2010,,10,2004,0.17875446039492804,
1320,2010,,10,1986,0.2998497797280685,
1321,2010,,10,1986,0.3600860720900914,
1322,2010,,10,1986,0.3767007261380259,
1323,2010,,10,2005,0.268760415,
1324,2010,,10,2012,0.268760415,
1325,2010,,10,1995,0.3767007261380259,
1327,2010,,10,1995,0.094537411,
1328,2010,,10,2005,0.3767007261380259,
1330,2010,,10,2005,0.094537411,
1331,2010,,10,2013,0.17999986333071985,
1337,2010,,10,1990,0.32408299843855537,
1350,2010,,10,2012,0.3461375499826595,
1351,2010,,10,2012,0.1803150579485292,
1355,2010,,10,2002,0.212483824,
1357,2010,,10,2002,0.22784551383831178,
1358,2010,,10,2013,0.22784551383831178,
1359,2010,,10,1993,0.13251527801191815,
1360,2010,,10,1993,0.13251527801191815,
1365,2010,,10,2014,0.1503215019424539,
1376,2010,,10,2001,0.4397798853383133,
1377,2010,,10,2001,,
1378,2010,,10,2005,0.4397798853383133,
1379,2010,,10,2006,,
1380,2010,,10,2005,0.18931248322946556,
1382,2010,,10,2005,0.1966463056768065,
1383,2010,,10,2005,0.1966463056768065,
1389,2010,,10,1994,0.067930841,
1391,2010,,10,1994,0.19603901800611576,
1400,2010,,10,2004,0.4288733758639558,
1405,2010,,10,1994,,
1406,2010,,10,1994,0.13806636805112715,
1407,2010,,10,1994,,
1408,2010,,10,1994,0.13806636805112715,
1409,2010,,10,1994,,
1410,2010,,10,1994,0.13806636805112715,
1418,2010,,10,1993,0.319326351,
1421,2010,,10,1993,0.3964977619643721,
1425,2010,,10,1993,0.4337143081496648,
1426,2010,,10,1993,0.4337143081496648,
1429,2010,,10,2003,0.39577992678659624,
1430,2010,,10,2003,0.39577992678659624,
1431,2010,,10,2003,0.39577992678659624,
1437,2010,,10,1989,0.2545694517206627,
1441,2010,,10,1989,0.19005752553747393,
1449,2010,,10,1989,0.2026579796611233,
1454,2010,,10,1989,0.312753526,
1455,2010,,10,1989,0.2340270460769688,
1460,2010,,10,1989,0.1391841279341939,
1461,2010,,10,1989,0.13113392871310223,
1473,2010,,10,2012,0.1760873000051468,
1475,2010,,10,2000,,
1478,2010,,10,1994,0.12527893895451797,
1484,2010,,10,1994,0.2031219411269988,
1485,2010,,10,1994,0.24529050605076322,
1489,2010,,10,1994,0.2078021369093554,
1490,2010,,10,1994,0.12400549245942379,
1492,2010,,10,1994,0.1917585517594971,
1493,2010,,10,1994,0.20862417681878342,
1501,2010,,10,1994,0.12002959333124288,
1503,2010,,10,1994,0.19446642400275393,
1506,2010,,10,1994,0.21532645172850567,
1508,2010,,10,1994,0.11914858656228078,
1511,2010,,10,1994,0.2308465277768464,
1526,2010,,10,1990,0.1452674199488581,
1527,2010,,10,1990,0.17334346621356098,
1528,2010,,10,1990,,
1529,2010,,10,1990,0.14851378162656742,
1530,2010,,10,1990,,
1531,2010,,10,1990,0.10856805298582689,
1537,2010,,10,2004,0.3757674707715694,
1538,2010,,10,2004,0.3909814020342415,
1540,2010,,10,2004,0.3909814020342415,
1544,2010,,10,2004,0.4008939593031128,
1546,2010,,10,2004,0.3757674707715694,
1547,2010,,10,2004,0.3757674707715694,
1548,2010,,10,2004,0.3757674707715694,
1555,2010,,10,2000,,
1558,2010,,10,2000,,
1559,2010,,10,2005,0.067930841,
1563,2010,,10,2004,0.33564404352636984,
1580,2010,,10,1992,0.2886858670144855,
1595,2010,,10,2003,0.4193277183371304,
1598,2010,,10,2007,0.18931248322946556,
1599,2010,,10,2007,0.18931248322946556,
1600,2010,,10,2017,0.15805390869540226,
1606,2010,,10,2015,0.17535314642325095,
811,2010,3,10,2010,0.5196653147455725,
1266,2010,3,10,2005,0.5196653147455725,
1281,2010,3,10,2005,0.44058308529946444,
39,2010,4,10,2010,0.19395041759358986,
73,2010,4,10,2010,0.17730637020564108,
79,2010,4,10,2010,0.1846473593240755,
81,2010,4,10,2010,0.16372663765160073,
82,2010,4,10,2010,0.16372663765160073,
149,2010,4,10,2010,0.19395041759358986,
264,2010,4,10,2002,0.1930681066042207,
295,2010,4,10,2002,0.11704863536126726,
314,2010,4,10,2002,0.1662358556090028,
396,2010,4,10,2005,0.24815377658525573,
400,2010,4,10,1975,0.14300335298396546,
403,2010,4,10,1996,0.18737959179879898,
406,2010,4,10,2005,0.35557817240788075,
411,2010,4,10,1999,0.37863543642965664,
414,2010,4,10,1978,0.23517712129434393,
443,2010,4,10,2005,0.35557817240788075,
445,2010,4,10,2005,0.3744981634848709,
446,2010,4,10,2005,0.3744981634848709,
453,2010,4,10,2005,0.22702200081752835,
458,2010,4,10,1994,0.13806636805112715,
467,2010,4,10,2005,0.35557817240788075,
468,2010,4,10,2005,0.35557817240788075,
481,2010,4,10,1997,0.19447781700323719,
500,2010,4,10,1997,0.229577038,
509,2010,4,10,1997,0.18737959179879898,
510,2010,4,10,1997,0.18737959179879898,
512,2010,4,10,1997,0.18737959179879898,
513,2010,4,10,1997,0.18737959179879898,
514,2010,4,10,1997,0.229577038,
516,2010,4,10,1997,0.229577038,
518,2010,4,10,1997,0.18737959179879898,
522,2010,4,10,1997,0.18737959179879898,
548,2010,4,10,1997,0.18737959179879898,
570,2010,4,10,1997,0.18737959179879898,
572,2010,4,10,1997,0.19447781700323719,
574,2010,4,10,1997,0.22826577595979736,
575,2010,4,10,1997,0.19447781700323719,
580,2010,4,10,1997,0.22981684848104886,
652,2010,4,10,2010,0.1846473593240755,
653,2010,4,10,2010,0.16372663765160073,
662,2010,4,10,1988,0.27710178048849776,
663,2010,4,10,1988,,
665,2010,4,10,1988,,
669,2010,4,10,1988,0.21584173779521684,
672,2010,4,10,1988,0.2627336723971219,
673,2010,4,10,1988,,
677,2010,4,10,1978,0.3254967290363772,
681,2010,4,10,1978,0.5414562482372546,
683,2010,4,10,1978,0.5414562482372546,
685,2010,4,10,2003,,
686,2010,4,10,2003,,
687,2010,4,10,2003,0.2621329833782794,
692,2010,4,10,1999,0.22315034200214917,
713,2010,4,10,1984,,
718,2010,4,10,2005,0.18931248322946556,
723,2010,4,10,1998,0.3170907066469736,
725,2010,4,10,1998,0.30075352326681165,
726,2010,4,10,2000,0.2761764130983927,
755,2010,4,10,2010,0.16072169273893322,
806,2010,4,10,2010,0.47949541771712567,
807,2010,4,10,2010,0.5504782514656598,
809,2010,4,10,2010,0.5504782514656598,
818,2010,4,10,2002,0.19496295568304145,
820,2010,4,10,2002,0.19496295568304145,
822,2010,4,10,2002,0.19496295568304145,
823,2010,4,10,2002,0.19496295568304145,
828,2010,4,10,2002,0.19496295568304145,
839,2010,4,10,2002,0.19496295568304145,
850,2010,4,10,2002,0.19496295568304145,
851,2010,4,10,2002,0.19496295568304145,
895,2010,4,10,2015,0.21207735349901743,
898,2010,4,10,2015,0.3023069042101121,
901,2010,4,10,2005,0.35177044288627757,
902,2010,4,10,2005,0.35557817240788075,
903,2010,4,10,2005,0.35557817240788075,
905,2010,4,10,2005,0.3436436192506232,
906,2010,4,10,2005,0.18019846798769187,
907,2010,4,10,2005,0.18019846798769187,
908,2010,4,10,2005,0.18019846798769187,
911,2010,4,10,2005,0.35557817240788075,
914,2010,4,10,2005,0.35557817240788075,
915,2010,4,10,2005,0.13806636805112715,
919,2010,4,10,2005,0.38113971252325274,
920,2010,4,10,2005,0.38344124405937224,
921,2010,4,10,2005,0.38113971252325274,
926,2010,4,10,2002,0.1934206453987708,
937,2010,4,10,2015,0.2521043427297745,
938,2010,4,10,2015,0.2521043427297745,
943,2010,4,10,2002,0.12974138392123102,
1094,2010,4,10,2011,0.212308327,
1194,2010,4,10,2018,0.24217697980347597,
1205,2010,4,10,1992,0.2725366849502348,
1207,2010,4,10,2001,0.3179049488691793,
1216,2010,4,10,1999,0.3304579623708321,
1217,2010,4,10,1999,0.3540879389927194,
1221,2010,4,10,1986,0.27402033206648874,
1227,2010,4,10,1985,0.1250195869704639,
1246,2010,4,10,2002,0.13091759746255158,
1258,2010,4,10,2000,0.2683832284193983,
1259,2010,4,10,2005,0.33577206353202943,
1262,2010,4,10,1997,0.5948904105147621,
1304,2010,4,10,2011,0.13806636805112715,
1312,2010,4,10,1998,0.3757674707715694,
1314,2010,4,10,1998,0.3909814020342415,
1315,2010,4,10,2012,0.20866016636389356,
1332,2010,4,10,2004,,
1333,2010,4,10,2004,,
1334,2010,4,10,2004,0.2621329833782794,
1335,2010,4,10,2004,0.20366286533165026,
1336,2010,4,10,1990,0.3264329210931219,
1339,2010,4,10,1990,0.2593913939241153,
1340,2010,4,10,1990,0.21998905103958818,
1342,2010,4,10,1990,0.20732532605686127,
1344,2010,4,10,1990,0.2593913939241153,
1345,2010,4,10,1990,0.21998905103958818,
1347,2010,4,10,1990,0.20732532605686127,
1354,2010,4,10,2005,0.22890066323432848,
1367,2010,4,10,2004,0.2574874933286239,
1369,2010,4,10,2004,0.2662134838590689,
1370,2010,4,10,2004,0.2686948561653067,
1373,2010,4,10,2005,0.35557817240788075,
1375,2010,4,10,2003,0.25347858405761126,
1385,2010,4,10,2000,0.15150039445914623,
1392,2010,4,10,1994,0.19603901800611576,
1394,2010,4,10,1990,0.23086295875482624,
1401,2010,4,10,2004,0.41618957480571006,
1402,2010,4,10,2004,0.4288733758639558,
1404,2010,4,10,1989,0.3428493721272821,
1414,2010,4,10,2003,0.2626538789879307,
1415,2010,4,10,2003,0.2713508811728383,
1420,2010,4,10,1993,0.36833697970625123,
1422,2010,4,10,1993,0.3998329941626392,
1423,2010,4,10,1993,0.4337143081496648,
1424,2010,4,10,1993,0.4337143081496648,
1427,2010,4,10,1993,0.3042116469087876,
1432,2010,4,10,2003,0.3380241517431593,
1433,2010,4,10,1989,0.29515218388844544,
1434,2010,4,10,1989,0.21751048457687056,
1439,2010,4,10,1989,0.28793424182027316,
1446,2010,4,10,1989,,
1453,2010,4,10,1989,0.32461220685610465,
1457,2010,4,10,1989,0.24760843484680065,
1459,2010,4,10,1989,0.1765138567259594,
1468,2010,4,10,2002,0.1934206453987708,
1472,2010,4,10,2002,0.1934206453987708,
1476,2010,4,10,1994,0.1798080838275707,
1477,2010,4,10,1994,0.1319740168549334,
1482,2010,4,10,1994,0.17999986333071985,
1491,2010,4,10,1994,0.10826237679762027,
1496,2010,4,10,1994,0.11493598047585389,
1510,2010,4,10,1994,0.19488181639465132,
1512,2010,4,10,1994,0.16176156189189914,
1514,2010,4,10,1994,0.14369924416784183,
1522,2010,4,10,1977,0.14300335298396546,
1523,2010,4,10,2017,0.20399919431406785,
1524,2010,4,10,2017,0.31706781390048777,
1525,2010,4,10,2017,0.31706781390048777,
1532,2010,4,10,2004,0.4002480662589856,
1534,2010,4,10,2004,0.3755218649679494,
1535,2010,4,10,2004,0.3755218649679494,
1536,2010,4,10,2004,0.3757674707715694,
1539,2010,4,10,2004,0.3909814020342415,
